,SA2_NAME16,Longitude,Latitude,X,Y,Remoteness,IRSD,PAP,PPHD,PSCD,PEMD,PLCS,PCS,PVOD,PVTD,PI,PCOB,PD,PML
406,Mount Isa,139.5102837,-20.72582544,570196.9417,-2385451.022,4,5,0.867741935,0.183870968,0.122580645,0.135483871,0.132258065,0.129032258,0.332258065,0.174193548,0.674193548,1,0.024793388,1
407,Mount Isa Region,139.6531782,-20.53429435,585921.4344,-2365052.154,4,3,0.68,0.189655172,0.155172414,0.155172414,0.086206897,0.155172414,0.293103448,0.189655172,0.64,1,0,0.966666667
408,Northern Highlands,142.9444927,-20.7036506,925253.0415,-2403449.279,5,4,0.723404255,0.105263158,0.122807018,0.087719298,0.175438596,0.175438596,0.245614035,0.175438596,0.127659574,0.872727273,0,1
409,Barcaldine - Blackall,145.7254841,-23.71913619,1181350.46,-2756711.455,5,4,0.706666667,0.114754098,0.081967213,0.098360656,0.131147541,0.147540984,0.245901639,0.131147541,0.173333333,0.842307692,0,0.951111111
410,Charleville,146.4917807,-26.18754862,1231485.769,-3033108.019,5,3,0.587301587,0.228070175,0.105263158,0.052631579,0.157894737,0.280701754,0.385964912,0.228070175,0.587301587,1,0.068493151,1
411,Far Central West,140.7350742,-23.84921567,678460.0023,-2733998.645,5,3,0.869565217,0.12959202,0.100856226,0.112487005,0.130806954,0.146711912,0.266806955,0.151234241,0.304347826,1,0,1
412,Far South West,143.8590484,-27.44245563,961781.5529,-3146943.321,5,2,0.451612903,0.142069631,0.094264246,0.092699252,0.129801059,0.165516746,0.294990333,0.151587603,0.709677419,0.849230769,0,0.616487455
413,Longreach,143.9584101,-23.71495239,1003758.842,-2740891.901,5,5,0.831683168,0.108695652,0.043478261,0.108695652,0.130434783,0.108695652,0.282608696,0.108695652,0.138613861,0.879888268,0.100558659,0.884488449
414,Buderim - North,153.0434927,-26.67607091,1865213.287,-3166911.631,1,8,0.981627297,0.075862069,0.089655172,0.04137931,0.034482759,0.04137931,0.151724138,0.082758621,0.031496063,0.859742229,0.013646702,0.967629046
415,Buderim - South,153.0503428,-26.70582712,1865387.295,-3170232.608,1,9,1,0.058823529,0.070588235,0.070588235,0.041176471,0.047058824,0.164705882,0.076470588,0.030769231,0.874360847,0.048210373,1
416,Mountain Creek,153.1013965,-26.70256479,1870401.969,-3170638.499,1,7,0.879432624,0.060913706,0.076142132,0.091370558,0.030456853,0.030456853,0.157360406,0.065989848,0.085106383,0.747972973,0.036486486,0.885736801
417,Sippy Downs,153.0802963,-26.722737,1868017.843,-3172506.959,1,5,0.874576271,0.074380165,0.115702479,0.082644628,0.049586777,0.132231405,0.272727273,0.123966942,0.061016949,0.851390221,0.086289549,0.922033898
418,Aroona - Currimundi,153.1202846,-26.77362973,1871058.432,-3178607.536,1,5,0.827586207,0.147286822,0.170542636,0.124031008,0.108527132,0.108527132,0.294573643,0.19379845,0.062068966,0.862239841,0.041625372,0.951724138
419,Buddina - Minyama,153.1280571,-26.69551801,1873109.319,-3170273.26,1,6,0.797385621,0.104477612,0.149253731,0.149253731,0.014925373,0.029850746,0.268656716,0.149253731,0.039215686,0.779220779,0.033395176,0.819172113
420,Caloundra - Kings Beach,153.1300356,-26.79882789,1871587.077,-3181478.652,1,2,0.897959184,0.142857143,0.238095238,0.095238095,0.047619048,0.214285714,0.333333333,0.214285714,0,0.812680115,0,0.653061224
421,Caloundra - West,153.0760465,-26.7976858,1866364.644,-3180552.175,1,6,0.859237537,0.082568807,0.091743119,0.097859327,0.058103976,0.064220183,0.22324159,0.100917431,0.076246334,0.820134794,0.050547599,0.9257087
422,Golden Beach - Pelican Waters,153.1050383,-26.83013569,1868641.446,-3184493.554,1,6,0.897637795,0.118644068,0.127118644,0.110169492,0.059322034,0.06779661,0.262711864,0.127118644,0.11023622,0.708240535,0.073496659,0.68503937
423,Moffat Beach - Battery Hill,153.1359803,-26.78733638,1872354.946,-3180324.072,1,5,0.860465116,0.036144578,0.060240964,0.060240964,0.060240964,0.024096386,0.168674699,0.048192771,0.069767442,0.986577181,0.070469799,0.984496124
424,Parrearra - Warana,153.1260313,-26.72233186,1872467.583,-3173143.761,1,7,0.894941634,0.090909091,0.056818182,0.068181818,0.011363636,0.056818182,0.170454545,0.079545455,0.062256809,0.774193548,0.026696329,0.941634241
425,Wurtulla - Birtinya,153.1237574,-26.75012707,1871785.552,-3176116.744,1,7,0.831683168,0.090909091,0.141414141,0.080808081,0.060606061,0.101010101,0.222222222,0.131313131,0.099009901,0.970833333,0.058333333,0.97689769
426,Coolum Beach,153.0859033,-26.54065673,1871577.38,-3152892.117,1,7,0.888311688,0.082872928,0.138121547,0.132596685,0.060773481,0.082872928,0.215469613,0.121546961,0.046753247,0.959821429,0.013392857,1
427,Marcoola - Mudjimba,153.0770396,-26.61125546,1869546.475,-3160397.893,1,6,0.676156584,0.120689655,0.181034483,0.181034483,0.103448276,0.155172414,0.284482759,0.215517241,0.113879004,0.850152905,0,0.794780546
428,Maroochydore - Kuluin,153.0777022,-26.6544725,1868895.649,-3165083.194,1,4,0.946107784,0.094117647,0.082352941,0.064705882,0.052941176,0.041176471,0.205882353,0.088235294,0.119760479,0.983022071,0.056027165,0.9500998
429,Mooloolaba - Alexandra Headland,153.1112052,-26.68018074,1871726.134,-3168362.999,1,6,1,0.140186916,0.224299065,0.158878505,0.093457944,0.102803738,0.401869159,0.186915888,0.074534161,1,0,0.968944099
430,Noosa Heads,153.0928606,-26.39810542,1874615.528,-3137574.005,1,9,1,0.1,0.05,0.125,0.05,0.1,0.225,0.075,0,0.975,0,0.971428571
431,Noosaville,153.0606088,-26.42286989,1871063.75,-3139772.543,1,7,0.927152318,0.040540541,0.013513514,0.027027027,0.027027027,0.013513514,0.094594595,0.013513514,0.105960265,0.883365201,0,0.98013245
432,Sunshine Beach,153.1018092,-26.41864849,1875146.935,-3139929.932,1,8,1,0.048387097,0.096774194,0.112903226,0.048387097,0.096774194,0.177419355,0.112903226,0,0.808219178,0.054794521,0.797900262
433,Tewantin,153.0161457,-26.39368324,1867213.994,-3135953.489,1,4,0.942222222,0.046511628,0.034883721,0.046511628,0.046511628,0.069767442,0.104651163,0.081395349,0.071111111,0.770886076,0.06835443,0.752592593
434,Peregian Beach - Marcus Beach,153.0899459,-26.46594862,1873207.99,-3144870.107,1,8,0.691358025,0.073941877,0.093094049,0.104288759,0.051608885,0.076182721,0.180755188,0.097114892,0.148148148,0.74204947,0,0.814814815
435,Peregian Springs,153.071797,-26.49401111,1870976.513,-3147635.696,1,9,0.873846154,0.089979609,0.104982685,0.113363997,0.063643186,0.078447841,0.204703088,0.111372164,0.018461538,0.611599297,0.052724077,0.693333333
436,Beerwah,152.9638926,-26.85782316,1854485.96,-3185398.316,2,4,0.711462451,0.125,0.080357143,0.071428571,0.0625,0.0625,0.214285714,0.107142857,0.181818182,0.799081515,0.048220436,0.885375494
437,Caloundra Hinterland,152.7631736,-26.73730665,1836966.413,-3169408.842,2,5,0.662857143,0.101694915,0.220338983,0.13559322,0.050847458,0.13559322,0.355932203,0.13559322,0.045714286,0.655172414,0.039408867,0.636190476
438,Glass House Mountains,152.9670939,-26.92557728,1853681.71,-3192776.596,2,6,0.836601307,0.135802469,0.148148148,0.086419753,0.074074074,0.049382716,0.259259259,0.135802469,0.039215686,0.796261682,0.03364486,0.91503268
439,Landsborough,152.9922574,-26.78412907,1858452.892,-3177843.727,2,6,0.756756757,0.123076923,0.084615385,0.092307692,0.053846154,0.046153846,0.215384615,0.1,0.074324324,0.835111542,0.034917556,0.918918919
440,Maroochy Hinterland,152.7687354,-26.59699651,1839791.762,-3154305.008,2,6,0.820512821,0.02173913,0.02173913,0.02173913,0.02173913,0.043478261,0.086956522,0.043478261,0.051282051,0.709756098,0,0.871794872
441,Palmwoods,152.9421348,-26.7029045,1854920.318,-3168314.724,1,7,0.789297659,0.051282051,0.068376068,0.051282051,0.034188034,0.034188034,0.153846154,0.05982906,0.053511706,0.704347826,0.017391304,0.807134894
442,Bli Bli,153.015704,-26.59773434,1863804.674,-3158023.994,1,7,0.882591093,0.093220339,0.093220339,0.118644068,0.059322034,0.076271186,0.237288136,0.110169492,0.08097166,0.965397924,0.048442907,1
443,Diddillibah - Rosemount,153.0111419,-26.64258345,1862621.236,-3162808.746,2,7,1,0.146341463,0.048780488,0.097560976,0.024390244,0.12195122,0.219512195,0.097560976,0,0.627272727,0,0.75
444,Eumundi - Yandina,152.9800807,-26.51514388,1861699.688,-3148560.026,2,6,0.826229508,0.079136691,0.064748201,0.071942446,0.071942446,0.043165468,0.18705036,0.086330935,0.045901639,0.769736842,0.039473684,0.861202186
445,Nambour,152.95044,-26.63304729,1856875.956,-3160878.655,1,3,0.793867121,0.102112676,0.110915493,0.107394366,0.068661972,0.095070423,0.242957746,0.123239437,0.143100511,0.879941435,0.055636896,0.892674617
446,Noosa Hinterland,152.9371422,-26.32099582,1860709.728,-3126916.93,2,6,0.850909091,0.123966942,0.123966942,0.144628099,0.070247934,0.111570248,0.23553719,0.140495868,0.069090909,0.687888199,0.01863354,0.789090909
447,Cambooya - Wyreema,151.8729918,-27.69048022,1735631.177,-3259975.127,2,9,0.804597701,0.09929078,0.120567376,0.134751773,0.056737589,0.056737589,0.241134752,0.120567376,0.099616858,0.947403055,0.059094299,0.912590231
448,Darling Heights,151.9338081,-27.60525067,1742823.727,-3251582.057,2,3,0.940298507,0.191588785,0.14953271,0.112149533,0.135514019,0.177570093,0.35046729,0.205607477,0.109452736,1,0.071830986,0.739635158
449,Drayton - Harristown,151.9126953,-27.59129112,1741002.941,-3249776.934,2,2,0.86259542,0.117647059,0.12605042,0.12605042,0.042016807,0.117647059,0.285714286,0.151260504,0.328244275,0.927631579,0.105263158,0.837150127
450,Gatton,152.2877831,-27.56211663,1777667.188,-3251867.663,2,1,0.721311475,0.065217391,0.02173913,0.043478261,0.097826087,0.108695652,0.217391304,0.076086957,0.153005464,0.982677165,0.094488189,0.775956284
451,Gowrie (Qld),151.8672986,-27.45386588,1738751.887,-3234258.523,2,8,0.6484375,0.128205128,0.136752137,0.128205128,0.068376068,0.025641026,0.273504274,0.136752137,0.1015625,0.861915367,0,1
452,Highfields,151.9634951,-27.42324814,1748526.952,-3232275.972,2,10,0.772234273,0.074468085,0.042553191,0.042553191,0.037234043,0.053191489,0.132978723,0.058510638,0.086767896,0.757481297,0.048628429,0.911062907
453,Lockyer Valley - West,152.169768,-27.64460282,1764974.958,-3259138.279,2,5,0.653846154,0.090277778,0.111111111,0.097222222,0.069444444,0.048611111,0.215277778,0.131944444,0.153846154,0.907678245,0.08226691,0.961538462
454,Middle Ridge,151.9668849,-27.60709356,1745987.512,-3252240.853,2,10,0.986784141,0.128205128,0.128205128,0.11965812,0.085470085,0.111111111,0.230769231,0.136752137,0.070484581,0.781771502,0.023106547,0.872246696
455,Newtown (Qld),151.9325333,-27.55601354,1743467.109,-3246229.752,2,2,0.784140969,0.192,0.12,0.128,0.128,0.104,0.36,0.176,0.334801762,1,0.022900763,0.995594714
456,North Toowoomba - Harlaxton,151.9524997,-27.52753102,1745838.953,-3243421.052,2,3,0.991596639,0.115384615,0.076923077,0.064102564,0.115384615,0.128205128,0.320512821,0.102564103,0.352941176,1,0.114832536,1
457,Rangeville,151.9863389,-27.58485208,1748212.334,-3250101.649,2,8,0.929824561,0.141509434,0.066037736,0.056603774,0.075471698,0.066037736,0.20754717,0.113207547,0.114035088,0.833756345,0,0.84502924
458,Toowoomba - Central,151.9549449,-27.57488788,1745337.047,-3248585.756,2,4,0.857142857,0.113475177,0.134751773,0.113475177,0.092198582,0.156028369,0.290780142,0.177304965,0.180758017,0.796680498,0.049792531,0.837706511
459,Toowoomba - East,151.9804305,-27.55013295,1748183.857,-3246258.026,2,8,0.860759494,0.121495327,0.056074766,0.065420561,0.056074766,0.056074766,0.214953271,0.065420561,0.126582278,0.808252427,0.029126214,0.894514768
460,Toowoomba - West,151.8449806,-27.56542076,1734866.621,-3246037.385,2,8,0.821852732,0.143478261,0.130434783,0.091304348,0.060869565,0.07826087,0.234782609,0.147826087,0.180522565,0.964140731,0.064952639,0.996041172
461,Wilsonton,151.9231533,-27.52611881,1743026.442,-3242860.692,2,2,0.675603217,0.223529412,0.2,0.194117647,0.129411765,0.211764706,0.405882353,0.252941176,0.294906166,0.928189458,0.032085561,0.825737265
462,Ayr,147.4124393,-19.57671073,1399194.961,-2321115.528,3,3,0.791111111,0.107142857,0.098214286,0.080357143,0.125,0.133928571,0.285714286,0.151785714,0.248888889,0.953846154,0.023076923,0.948148148
463,Burdekin,147.2444733,-19.83010592,1378799.356,-2347037.053,3,4,0.768361582,0.118421053,0.171052632,0.118421053,0.052631579,0.092105263,0.25,0.144736842,0.372881356,0.889789303,0,1
464,Charters Towers,146.2685238,-20.06855991,1274974.274,-2362872.085,3,2,0.524444444,0.191919192,0.161616162,0.141414141,0.141414141,0.131313131,0.323232323,0.202020202,0.328888889,0.766367137,0.023106547,0.651851852
465,Dalrymple,145.7837264,-20.1419772,1223986.57,-2366102.164,4,4,0.554621849,0.14,0.12,0.1,0.08,0.1,0.24,0.14,0.168067227,0.806845966,0,0.840336134
466,Ingham,146.1544016,-18.65511926,1278209.806,-2206509.994,3,2,0.860465116,0.112903226,0.14516129,0.112903226,0.14516129,0.14516129,0.290322581,0.241935484,0.23255814,0.993377483,0,0.984496124
467,Ingham Region,146.0459029,-18.66183741,1266763.685,-2206150.303,4,5,0.71875,0.152040567,0.128638634,0.116574639,0.118993912,0.148602598,0.291368281,0.188168109,0.1875,0.791946309,0,0.958333333
468,Palm Island,146.6002383,-18.73135389,1324098.384,-2219508.435,4,1,0.528,NA,NA,NA,NA,NA,NA,NA,1,0.931972789,0,0.949333333
469,Aitkenvale,146.7696727,-19.29954321,1335479.098,-2283714.831,3,3,0.741258741,0.213114754,0.327868852,0.196721311,0.229508197,0.213114754,0.475409836,0.393442623,0.223776224,0.741035857,0.083665339,0.564102564
470,Annandale,146.7912721,-19.32495378,1337445.332,-2286733.711,3,9,0.789699571,0.126213592,0.126213592,0.058252427,0.048543689,0.165048544,0.252427184,0.126213592,0.060085837,0.808118081,0,0.78397711
471,Belgian Gardens - Pallarenda,146.7503174,-19.21150205,1334445.823,-2273844.06,3,6,0.613636364,0.092880491,0.087688837,0.103733042,0.08248017,0.048426479,0.211668839,0.11150368,0.068181818,0.678688525,0.078688525,0.727272727
472,Bohle Plains,146.6453459,-19.31487152,1322350.975,-2284082.756,3,9,0.843283582,0.104761905,0.076190476,0.085714286,0.028571429,0.047619048,0.152380952,0.095238095,0.149253731,0.950053135,0.070138151,1
473,Condon - Rasmussen,146.693717,-19.34937188,1327008.237,-2288379.718,3,2,0.722826087,0.25,0.25625,0.20625,0.19375,0.15,0.45625,0.28125,0.39673913,0.899068323,0.102484472,0.75
474,Cranbrook,146.7528617,-19.30549296,1333660.508,-2284189.402,3,4,0.696296296,0.092307692,0.153846154,0.092307692,0.092307692,0.138461538,0.323076923,0.138461538,0.340740741,0.922580645,0.038709677,0.809876543
475,Deeragun,146.6689924,-19.23116236,1325744.956,-2275141.884,3,6,0.907834101,0.118393235,0.099365751,0.114164905,0.076109937,0.073995772,0.245243129,0.118393235,0.262672811,1,0.056993122,1
476,Douglas,146.7694791,-19.37072952,1334662.247,-2291526.184,3,9,0.930232558,0.126760563,0.126760563,0.084507042,0.028169014,0.112676056,0.267605634,0.098591549,0.186046512,1,0,0.856589147
477,Garbutt - West End,146.7709403,-19.25816046,1336074.444,-2279185.575,3,2,0.64556962,0.04,0.06,0.1,0.14,0.04,0.26,0.1,0.455696203,0.845744681,0.042553191,0.675105485
478,Gulliver - Currajong - Vincent,146.7738303,-19.28077198,1336122.574,-2281698.494,3,2,0.736842105,0.192982456,0.201754386,0.157894737,0.175438596,0.184210526,0.377192982,0.236842105,0.464912281,0.934243176,0.022332506,0.812865497
479,Heatley,146.7535519,-19.29035054,1333901.704,-2282534.537,3,1,0.71641791,0.245614035,0.245614035,0.210526316,0.245614035,0.298245614,0.421052632,0.298245614,0.462686567,0.730769231,0.128205128,0.592039801
480,Hermit Park - Rosslea,146.8032592,-19.28971017,1339089.841,-2282992.874,3,3,1,0.129032258,0.112903226,0.112903226,0.080645161,0.048387097,0.225806452,0.129032258,0.373831776,1,0,1
481,Hyde Park - Pimlico,146.7921697,-19.2809506,1338032.219,-2281913.222,3,3,0.909090909,0.051724138,0.137931034,0.051724138,0.137931034,0.086206897,0.275862069,0.086206897,0.214876033,0.901408451,0.098591549,0.820936639
482,Kelso,146.6792359,-19.43636575,1324532.929,-2297774.842,3,3,0.717557252,0.160220994,0.110497238,0.110497238,0.127071823,0.143646409,0.29281768,0.154696133,0.437659033,0.946676406,0.087655223,0.754877014
483,Kirwan - East,146.7399057,-19.30263178,1332342.2,-2283737.907,3,2,0.738738739,0.254716981,0.20754717,0.160377358,0.216981132,0.20754717,0.424528302,0.283018868,0.576576577,0.957364341,0.023255814,0.828828829
484,Kirwan - West,146.7206738,-19.30412248,1330321.181,-2283697.805,3,6,0.840707965,0.158102767,0.126482213,0.079051383,0.126482213,0.114624506,0.296442688,0.154150198,0.234513274,0.976875,0.06375,0.992625369
485,Magnetic Island,146.8331198,-19.13882867,1343899.504,-2266747.109,3,3,0.810810811,NA,NA,NA,NA,NA,NA,NA,0,0.874015748,0,0.612612613
486,Mount Louisa,146.727522,-19.25642207,1331567.055,-2278533.91,3,7,0.876470588,0.173913043,0.152173913,0.18115942,0.094202899,0.079710145,0.282608696,0.188405797,0.258823529,1,0.035117057,1
487,Mundingburra,146.7849329,-19.29668278,1337101.585,-2283563.112,3,5,0.826666667,0.051282051,0.102564103,0.076923077,0.025641026,0.128205128,0.230769231,0.076923077,0.08,0.797752809,0,0.72
488,Northern Beaches,146.439568,-19.15658428,1302629.45,-2264553.049,3,4,0.857142857,0.175675676,0.121621622,0.081081081,0.094594595,0.108108108,0.283783784,0.148648649,0.186335404,1,0,0.99378882
489,Oonoonba,146.8185053,-19.30552259,1340501.243,-2284891.07,3,9,0.827225131,0.077777778,0.088888889,0.055555556,0.044444444,0.055555556,0.144444444,0.111111111,0.19895288,0.940029985,0.026986507,0.998254799
490,South Townsville - Railway Estate,146.8262979,-19.26741534,1341741.736,-2280791.311,3,4,0.901098901,0.142857143,0.085714286,0.028571429,0.114285714,0.057142857,0.2,0.085714286,0.307692308,1,0,1
491,Townsville - South,146.8535725,-19.54114297,1341501.939,-2311120.624,3,6,0.905263158,0.170212766,0.127659574,0.063829787,0.127659574,0.063829787,0.319148936,0.14893617,0.147368421,1,0,1
492,Townsville City - North Ward,146.8080279,-19.25413231,1339986.284,-2279138.249,3,8,1,0.039215686,0.039215686,0.019607843,0.019607843,0,0.058823529,0.039215686,0.177777778,0.862579281,0.038054968,0.750617284
493,Wulguru - Roseneath,146.852038,-19.32322535,1343796.319,-2287192.233,3,3,0.561643836,0.277777778,0.074074074,0.018518519,0.111111111,0.148148148,0.333333333,0.185185185,0.356164384,0.8,0.035294118,0.721461187
494,Ashfield - Kepnock,152.3881528,-24.87384991,1830255.142,-2962185.647,2,3,0.845637584,0.2,0.175,0.2,0.1,0.15,0.425,0.2125,0.161073826,1,0,0.921700224
495,Bargara - Burnett Heads,152.4285311,-24.85052621,1834618.518,-2960247.872,2,4,0.834146341,0.151041667,0.114583333,0.125,0.119791667,0.083333333,0.265625,0.177083333,0.146341463,0.81298518,0.071983063,0.842276423
496,Branyan - Kensington,152.286704,-24.91460145,1819582.048,-2965127.169,2,4,0.729927007,0.1875,0.0875,0.1,0.1,0.1,0.275,0.15,0.072992701,0.946351931,0.038626609,0.96836983
497,Bundaberg,152.3485995,-24.87130003,1826386.887,-2961333.981,2,1,0.715447154,0.177736202,0.157156221,0.139382601,0.148737138,0.14686623,0.337698784,0.210477081,0.195121951,1,0.041474654,0.775067751
498,Bundaberg East - Kalkie,152.3814825,-24.84927422,1829988.155,-2959426.275,2,3,0.725,0.189873418,0.139240506,0.101265823,0.164556962,0.164556962,0.329113924,0.227848101,0.2375,0.939177102,0.032200358,0.7625
499,Bundaberg North - Gooburrum,152.3230168,-24.83516426,1824433.379,-2957047.629,2,2,0.851612903,0.130434783,0.188405797,0.101449275,0.086956522,0.144927536,0.362318841,0.144927536,0.309677419,0.804066543,0.133086876,0.731182796
500,Bundaberg Region - North,152.1228701,-24.76539244,1805741.72,-2946596.956,2,3,0.682464455,0.115384615,0.096153846,0.076923077,0.115384615,0.105769231,0.221153846,0.125,0.09478673,0.789473684,0,0.751974724
501,Bundaberg Region - South,152.2797854,-25.14903457,1815178.106,-2990423.561,2,2,0.727272727,0.194174757,0.13592233,0.116504854,0.155339806,0.174757282,0.310679612,0.203883495,0.111111111,0.802023121,0.069364162,0.814814815
502,Millbank - Avoca,152.311052,-24.87760005,1822575.833,-2961471.378,2,3,0.770833333,0.162790698,0.174418605,0.162790698,0.162790698,0.139534884,0.395348837,0.244186047,0.166666667,0.821005917,0.071005917,0.798611111
503,Svensson Heights - Norville,152.3388956,-24.89023564,1825126.351,-2963244.335,2,1,0.850746269,0.2,0.257142857,0.271428571,0.242857143,0.142857143,0.442857143,0.271428571,0.358208955,0.953091684,0.089552239,0.805970149
504,Walkervale - Avenell Heights,152.360901,-24.89964714,1827150.761,-2964583.649,2,1,0.875471698,0.195488722,0.210526316,0.157894737,0.187969925,0.180451128,0.353383459,0.263157895,0.226415094,1,0.052516411,0.928301887
505,Gayndah - Mundubbera,151.4473643,-25.66913484,1725184.285,-3035059.759,3,2,0.464516129,0.225352113,0.183098592,0.112676056,0.183098592,0.197183099,0.366197183,0.23943662,0.232258065,0.858715596,0,0.864516129
506,Gin Gin,151.7876211,-24.95821263,1769584.959,-2962726.302,3,1,0.660377358,0.20754717,0.094339623,0.094339623,0.075471698,0.094339623,0.320754717,0.188679245,0.056603774,0.859459459,0,0.767295597
507,Kingaroy,151.8408967,-26.53185523,1750477.654,-3133997.48,2,2,0.79876161,0.105263158,0.111111111,0.105263158,0.105263158,0.128654971,0.228070175,0.14619883,0.253869969,0.917930419,0.048171276,0.877192982
508,Kingaroy Region - North,151.5544783,-26.19871602,1727636.42,-3093934.335,3,1,0.647686833,0.182539683,0.198412698,0.246031746,0.19047619,0.150793651,0.444444444,0.285714286,0.832740214,0.92893401,0.036548223,0.818505338
509,Kingaroy Region - South,151.6154359,-26.56379831,1728013.909,-3134338.434,2,4,0.534482759,0.058823529,0.088235294,0.029411765,0,0.088235294,0.147058824,0.088235294,0,0.580882353,0.088235294,0.752873563
510,Monto - Eidsvold,151.0187415,-25.11447243,1691262.715,-2969084.035,3,2,0.648148148,0.166666667,0.142857143,0.119047619,0.071428571,0.119047619,0.261904762,0.166666667,0.333333333,0.742021277,0.04787234,0.716049383
511,Nanango,151.9333182,-26.70854688,1756734.046,-3154429.398,2,1,0.597285068,0.168674699,0.096385542,0.084337349,0.060240964,0.13253012,0.240963855,0.13253012,0.226244344,0.896907216,0.069587629,0.853695324
512,North Burnett,151.4506079,-24.65950208,1740802.751,-2925631.229,3,6,0.630180157,0.152566064,0.106673141,0.102758575,0.092271286,0.10664513,0.262051424,0.152954125,0.151214549,0.812870184,0.021343085,0.8246801
513,Cooloola,152.9553737,-25.98830244,1867958.941,-3091187.718,2,1,0.757894737,0.27027027,0.081081081,0.108108108,0.135135135,0.162162162,0.324324324,0.216216216,0.294736842,0.885542169,0.054216867,0.792982456
514,Gympie - North,152.6711506,-26.17653787,1837108.471,-3107369.799,2,1,0.805825243,0.198895028,0.154696133,0.132596685,0.121546961,0.132596685,0.348066298,0.182320442,0.22815534,0.87647467,0.133240805,0.830097087
515,Gympie - South,152.650796,-26.21741384,1834458.941,-3111496.999,2,3,0.782608696,0.148648649,0.175675676,0.216216216,0.162162162,0.108108108,0.324324324,0.243243243,0.163043478,0.909797823,0.121306376,0.884057971
516,Gympie Region,152.6206408,-26.24609911,1831051.204,-3114162.282,2,3,0.704402516,0.103286385,0.084507042,0.079812207,0.061032864,0.070422535,0.187793427,0.093896714,0.100628931,0.835443038,0.068716094,0.834381551
517,Kilkivan,152.1781077,-26.11428452,1789922.141,-3093514.434,3,2,0.9,0.045454545,0.113636364,0.113636364,0.045454545,0.022727273,0.159090909,0.136363636,0.175,0.968421053,0.147368421,0.966666667
518,Booral - River Heads,152.8381754,-25.36636899,1866663.144,-3022137.369,2,3,0.872727273,0.285714286,0.081632653,0.06122449,0.040816327,0.204081633,0.387755102,0.183673469,0.127272727,0.799472296,0.142480211,0.8
519,Craignish - Dundowran Beach,152.752667,-25.28666926,1859550.42,-3012242.087,2,6,0.803149606,0.161290323,0.129032258,0.064516129,0.064516129,0.096774194,0.225806452,0.112903226,0.220472441,0.857142857,0,0.839895013
520,Pialba - Eli Waters,152.8181512,-25.28573613,1866010.669,-3013111.719,2,2,0.897959184,0.215827338,0.172661871,0.136690647,0.122302158,0.143884892,0.35971223,0.223021583,0.180758017,0.823185988,0.045037531,0.705539359
521,Point Vernon,152.8173279,-25.25704602,1866398.191,-3009993.764,2,2,1,0.183673469,0.204081633,0.102040816,0.12244898,0.265306122,0.367346939,0.224489796,0.375,0.914473684,0.105263158,0.973958333
522,Torquay - Scarness - Kawungan,152.8568638,-25.29663414,1869642.256,-3014866.779,2,1,0.806153846,0.328947368,0.210526316,0.190789474,0.105263158,0.177631579,0.447368421,0.276315789,0.153846154,0.791411043,0.068361087,0.761025641
523,Urangan - Wondunna,152.8800415,-25.30912148,1871718.39,-3016563.455,2,3,0.80126183,0.321167883,0.197080292,0.153284672,0.116788321,0.167883212,0.423357664,0.248175182,0.138801262,0.824385805,0.043676069,0.757097792
524,Burrum - Fraser,152.9268808,-25.30002154,1876476.273,-3016276.995,2,1,0.69,0.27184466,0.097087379,0.126213592,0.116504854,0.126213592,0.359223301,0.203883495,0.33,0.941512126,0.059914408,0.78
525,Granville,152.7204374,-25.58780689,1851485.696,-3044365.697,2,1,0.857142857,0.076923077,0.153846154,0.153846154,0.057692308,0.076923077,0.269230769,0.173076923,0.441558442,1,0.067669173,0.744588745
526,Maryborough (Qld),152.6722151,-25.50561639,1848083.466,-3034758.344,2,1,0.738938053,0.130801688,0.11814346,0.122362869,0.097046414,0.11814346,0.278481013,0.147679325,0.230088496,0.817319848,0.053097345,0.818584071
527,Maryborough Region - South,152.4788077,-25.69542247,1826035.825,-3052481.23,2,2,0.698630137,0.104477612,0.164179104,0.134328358,0.104477612,0.104477612,0.313432836,0.164179104,0.136986301,0.851351351,0.046332046,0.881278539
528,Tinana,152.6659214,-25.55197263,1846714.205,-3039684.327,2,4,1,0.101449275,0.028985507,0.043478261,0.057971014,0.043478261,0.173913043,0.057971014,0.295081967,0.820754717,0.099056604,1
