,SA2_NAME16,Longitude,Latitude,X,Y,Remoteness,IRSD,PAP,PPHD,PSCD,PEMD,PLCS,PCS,PVOD,PVTD,PI,PCOB,PD,PML
278,Boonah,152.6125149,-27.99423454,1802023.654,-3303285.605,2,5,0.721428571,0.098591549,0.035211268,0.035211268,0.035211268,0.035211268,0.133802817,0.070422535,0.078571429,0.891640867,0.105263158,0.980952381
279,Esk,152.4382851,-27.20692244,1797875.597,-3215545.946,2,2,0.625,0.087719298,0.035087719,0.070175439,0.052631579,0.01754386,0.192982456,0.070175439,0.214285714,0.818181818,0,0.892857143
280,Lake Manchester - England Creek,152.7639051,-27.41428209,1826015.743,-3242688.369,2,6,0.809373355,0.099356138,0.107645883,0.086536125,0.038914675,0.047844021,0.209227339,0.105522231,0.06842787,0.686071426,0.012749605,0.816190895
281,Lockyer Valley - East,152.3794039,-27.64337584,1785213.587,-3261966.478,2,3,0.757575758,0.164750958,0.164750958,0.137931034,0.134099617,0.111111111,0.32183908,0.195402299,0.174242424,0.93638814,0.058221024,0.938131313
282,Lowood,152.5769683,-27.44149392,1807518.619,-3242931.544,2,2,0.668049793,0.122120777,0.108877297,0.107620808,0.08510043,0.066366354,0.257498406,0.13382871,0.124481328,0.785330736,0.035336118,0.870484445
283,Rosewood,152.5792303,-27.68157132,1803866.262,-3268955.715,2,4,0.638436482,0.207792208,0.12987013,0.12987013,0.149350649,0.103896104,0.376623377,0.188311688,0.169381107,0.823584906,0.045283019,0.892508143
284,Brassall,152.7363544,-27.59011064,1820495.858,-3261320.304,1,3,0.782352941,0.177777778,0.177777778,0.127777778,0.094444444,0.133333333,0.327777778,0.194444444,0.252941176,1,0.066157761,1
285,Bundamba,152.8112478,-27.60747967,1827434.94,-3264287.306,1,2,0.814516129,0.213235294,0.227941176,0.132352941,0.125,0.161764706,0.411764706,0.25,0.25,1,0.027428571,0.819892473
286,Churchill - Yamanto,152.7423705,-27.6499188,1820103.332,-3267881.358,1,5,0.956140351,0.103773585,0.075471698,0.150943396,0.075471698,0.075471698,0.29245283,0.132075472,0.131578947,1,0.060377358,1
287,Ipswich - Central,152.7546438,-27.61707271,1821820.924,-3264503.808,1,2,0.772727273,0.128571429,0.171428571,0.128571429,0.128571429,0.114285714,0.271428571,0.214285714,0.159090909,0.83788122,0.038523274,0.818181818
288,Ipswich - East,152.7839775,-27.61177018,1824735.582,-3264355.441,1,2,0.764925373,0.175510204,0.216326531,0.130612245,0.179591837,0.204081633,0.379591837,0.244897959,0.25,0.9184,0.08,0.814676617
289,Ipswich - North,152.7354725,-27.54645357,1821120.575,-3256581.931,1,8,0.863013699,0.060606061,0.090909091,0.121212121,0.060606061,0.03030303,0.181818182,0.106060606,0.04109589,0.747058824,0.070588235,0.808219178
290,Karalee - Barellan Point,152.8289225,-27.5629898,1829866.007,-3259729.215,1,9,0.852631579,0.03125,0.020833333,0.03125,0.010416667,0,0.0625,0.020833333,0.031578947,0.745508982,0.035928144,0.912280702
291,Karana Downs,152.7932249,-27.51964955,1827129.471,-3254518.976,1,10,0.807692308,0.1125,0.125,0.1,0.075,0.0875,0.2625,0.1375,0.038461538,0.700699301,0.025174825,0.875
292,Leichhardt - One Mile,152.71621,-27.60555415,1818302.223,-3262700.356,1,1,0.732394366,0.161490683,0.285714286,0.180124224,0.130434783,0.260869565,0.428571429,0.310559006,0.302816901,0.933534743,0.060422961,0.692488263
293,North Ipswich - Tivoli,152.7727104,-27.59063723,1823993.472,-3261904.467,1,2,0.85106383,0.2125,0.1625,0.175,0.125,0.1375,0.375,0.2,0.244680851,1,0.035874439,1
294,Raceview,152.7727581,-27.64373185,1823133.148,-3267652.135,1,4,0.932038835,0.160714286,0.138392857,0.084821429,0.066964286,0.125,0.308035714,0.15625,0.182524272,0.990016639,0.079866889,1
295,Ripley,152.8148732,-27.69951119,1826281.925,-3274301.149,1,9,0.898550725,0.131386861,0.102189781,0.124087591,0.094890511,0.109489051,0.262773723,0.153284672,0.057971014,1,0,1
296,Riverview,152.8416201,-27.59145258,1830625.403,-3262994.692,1,1,0.775510204,0.111111111,0.133333333,0.133333333,0.177777778,0.2,0.377777778,0.177777778,0.326530612,0.877192982,0.052631579,0.523809524
297,Bellbird Park - Brookwater,152.8871398,-27.65149575,1834030.689,-3270156.765,1,8,0.983546618,0.108626198,0.086261981,0.092651757,0.044728435,0.089456869,0.204472843,0.111821086,0.095063985,1,0.034718569,0.931139549
298,Camira - Gailes,152.9197852,-27.63120002,1837509.943,-3268437.155,1,4,0.762645914,0.1015625,0.125,0.109375,0.046875,0.1484375,0.2109375,0.1484375,0.163424125,1,0.066592675,0.900129702
299,Carole Park,152.9295956,-27.62124845,1838618.975,-3267503.673,1,6,0.780617654,0.173274688,0.147594365,0.132152113,0.100819046,0.138328183,0.29266763,0.197671617,0.20537045,0.873039068,0.077487436,0.632857722
300,Collingwood Park - Redbank,152.864531,-27.6119279,1832499.493,-3265544.631,1,3,0.798798799,0.155844156,0.12987013,0.162337662,0.097402597,0.136363636,0.285714286,0.194805195,0.15015015,0.79880137,0.077054795,0.692692693
301,Goodna,152.8924992,-27.61172692,1835199.134,-3265931.003,1,1,0.744186047,0.18556701,0.18556701,0.128865979,0.134020619,0.164948454,0.329896907,0.201030928,0.172093023,0.924313463,0.064300067,0.47751938
302,New Chum,152.8326576,-27.61795248,1829328.087,-3265732.307,1,6,0.830680913,0.157793067,0.156483648,0.140051935,0.12240599,0.145305155,0.338951128,0.195719338,0.188509303,0.93519887,0.047788485,0.751936035
303,Redbank Plains,152.8504319,-27.65130317,1830496.122,-3269600.727,1,2,0.866028708,0.177387914,0.189083821,0.148148148,0.116959064,0.118908382,0.356725146,0.202729045,0.157894737,1,0.08182748,0.723285486
304,Springfield,152.9101493,-27.6525469,1836230.891,-3270606.525,1,7,0.80866426,0.140495868,0.181818182,0.181818182,0.049586777,0.157024793,0.363636364,0.214876033,0.050541516,0.888198758,0.01863354,0.803850782
305,Springfield Lakes,152.905029,-27.68536531,1835199.084,-3274083.484,1,8,0.842900302,0.123324397,0.09919571,0.091152815,0.056300268,0.085790885,0.249329759,0.109919571,0.090634441,1,0.051724138,0.882175227
306,Beaudesert,152.9193223,-28.13760208,1829151.202,-3323238.899,2,2,0.634032634,0.142857143,0.178571429,0.125,0.125,0.130952381,0.333333333,0.18452381,0.223776224,0.727634195,0.06361829,0.699300699
307,Beenleigh,153.1935626,-27.71510602,1862496.646,-3281546.48,1,1,0.792626728,0.177664975,0.123519459,0.120135364,0.10998308,0.104906937,0.318104907,0.169204738,0.377880184,1,0.023809524,0.786482335
308,Eagleby,153.2192789,-27.69858768,1865248.067,-3280140.829,1,1,0.886310905,0.23857868,0.182741117,0.203045685,0.16751269,0.152284264,0.436548223,0.258883249,0.19025522,0.977572559,0.063324538,0.634184068
309,Edens Landing - Holmview,153.1700207,-27.7105415,1860305.873,-3280703.95,1,4,0.848708487,0.161764706,0.125,0.058823529,0.110294118,0.088235294,0.308823529,0.147058824,0.162361624,0.951743724,0.030807514,0.884956867
310,Mount Warren Park,153.2054393,-27.73102977,1863374.809,-3283445.296,1,4,0.947368421,0.157894737,0.052631579,0.105263158,0.065789474,0.092105263,0.263157895,0.105263158,0.035087719,0.846410684,0.030050083,0.877192982
311,Wolffdene - Bahrs Scrub,153.1752975,-27.75975579,1859995.168,-3286106.642,1,8,0.787234043,0.144444444,0.055555556,0.055555556,0.033333333,0.033333333,0.2,0.066666667,0.063829787,0.884792627,0.02764977,0.911347518
312,Boronia Heights - Park Ridge,153.0408463,-27.70507338,1847957.211,-3278206.485,1,3,0.919354839,0.159574468,0.111702128,0.10106383,0.085106383,0.122340426,0.287234043,0.14893617,0.075268817,0.875576037,0.087557604,0.693548387
313,Browns Plains,153.0626637,-27.66269741,1850759.299,-3273942.212,1,2,0.843283582,0.155871886,0.14519573,0.111032028,0.098932384,0.146619217,0.311743772,0.172953737,0.156716418,0.908607864,0.082890542,0.529850746
314,Chambers Flat - Logan Reserve,153.0888548,-27.73674631,1852056.107,-3282340.407,1,5,0.816326531,0.107526882,0.11827957,0.11827957,0.053763441,0.150537634,0.301075269,0.139784946,0.149659864,0.964285714,0.035714286,0.716553288
315,Crestmead,153.0844415,-27.68759469,1852445.118,-3276957.035,1,1,0.689378758,0.19140625,0.1484375,0.1171875,0.12109375,0.16015625,0.3359375,0.19140625,0.208416834,0.884879725,0.065292096,0.607882432
316,Greenbank Military Camp,152.9706693,-27.67143738,1841751.97,-3273536.46,1,6,0.817036297,0.132719487,0.13489357,0.116394225,0.071950751,0.111652711,0.272360818,0.155334671,0.110276217,0.909735162,0.057677492,0.760714938
317,Hillcrest,153.0116434,-27.66516694,1845802.989,-3273459.064,1,5,0.603773585,0.159663866,0.142857143,0.100840336,0.042016807,0.134453782,0.277310924,0.168067227,0.090566038,0.873913043,0.019565217,0.762264151
318,Marsden,153.0975729,-27.6734872,1853943.669,-3275624.236,1,1,0.851485149,0.178217822,0.198019802,0.125412541,0.132013201,0.191419142,0.382838284,0.227722772,0.155115512,0.904558405,0.048433048,0.517051705
319,Munruben - Park Ridge South,153.034773,-27.73789682,1846830.173,-3281669.003,1,7,0.711538462,0.111111111,0.133333333,0.133333333,0.066666667,0.088888889,0.2,0.155555556,0.057692308,0.876404494,0,1
320,Regents Park - Heritage Park,153.0510622,-27.67962808,1849361.706,-3275603.402,1,5,0.809352518,0.110294118,0.102941176,0.066176471,0.077205882,0.102941176,0.246323529,0.106617647,0.09352518,0.945162959,0.043455768,0.761390887
321,Greenbank,152.9120708,-27.77741975,1834366.809,-3284149.018,1,8,0.79616307,0.097701149,0.109195402,0.091954023,0.063218391,0.057471264,0.212643678,0.109195402,0.091127098,0.779835391,0.057613169,0.853717026
322,Jimboomba,153.043741,-27.85502366,1845758.145,-3294475.251,2,6,0.860125261,0.125304136,0.142335766,0.111922141,0.088807786,0.100973236,0.273722628,0.143552311,0.11691023,0.892183288,0.04492363,0.95059151
323,Logan Village,153.1083506,-27.7721682,1853345.76,-3286460.553,1,7,0.781609195,0.099099099,0.099099099,0.09009009,0.054054054,0.09009009,0.234234234,0.09009009,0.034482759,0.913256956,0.029459902,1
324,Bethania - Waterford,153.1487417,-27.69857054,1858455.811,-3279093.947,1,3,0.985507246,0.223529412,0.164705882,0.176470588,0.1,0.164705882,0.341176471,0.229411765,0.139130435,0.975873544,0.044925125,0.879227053
325,Cornubia - Carbrook,153.2389043,-27.66871316,1867636.504,-3277200.399,1,9,0.661596958,0.125,0.166666667,0.125,0.020833333,0.09375,0.270833333,0.145833333,0.060836502,0.595444685,0.026030369,0.765525982
326,Loganholme - Tanah Merah,153.1817653,-27.68017104,1861942.188,-3277592.102,1,6,0.836363636,0.178807947,0.21192053,0.185430464,0.139072848,0.112582781,0.364238411,0.225165563,0.083116883,0.946308725,0.026845638,0.962770563
327,Loganlea,153.1387752,-27.67028322,1857965.758,-3275886.064,1,2,0.856304985,0.211180124,0.167701863,0.130434783,0.111801242,0.130434783,0.366459627,0.192546584,0.158357771,0.935456832,0.050293378,0.633431085
328,Shailer Park,153.1775513,-27.64977086,1862042.149,-3274240.715,1,9,0.884393064,0.119318182,0.125,0.119318182,0.034090909,0.079545455,0.232954545,0.125,0.075144509,0.875621891,0.039800995,0.849710983
329,Waterford West,153.1255101,-27.6927746,1856314.728,-3278123.498,1,1,0.881355932,0.126865672,0.097014925,0.067164179,0.111940299,0.156716418,0.26119403,0.134328358,0.228813559,0.915560917,0.043425814,0.610169492
330,Daisy Hill,153.157838,-27.6302571,1860467.31,-3271837.573,1,8,0.875576037,0.072916667,0.0625,0.072916667,0.041666667,0.03125,0.1875,0.052083333,0.02764977,0.803713528,0,0.761904762
331,Kingston (Qld.),153.1131059,-27.6592409,1855676.19,-3274312.064,1,1,0.77173913,0.257894737,0.252631579,0.194736842,0.189473684,0.2,0.463157895,0.273684211,0.239130435,0.816246057,0.056782334,0.394927536
332,Logan Central,153.098661,-27.6472642,1854483.03,-3272802.985,1,1,0.701421801,0.18699187,0.18699187,0.154471545,0.178861789,0.18699187,0.357723577,0.268292683,0.208530806,0.9375,0.089673913,0.344391785
333,Rochedale South - Priestdale,153.1484069,-27.6035915,1860001.545,-3268813.007,1,8,1,0.124423963,0.087557604,0.115207373,0.059907834,0.064516129,0.244239631,0.119815668,0.057777778,1,0.041958042,1
334,Slacks Creek,153.1336551,-27.64110075,1857957.017,-3272653.001,1,1,0.664850136,0.163265306,0.176870748,0.142857143,0.115646259,0.176870748,0.353741497,0.244897959,0.21253406,0.800620636,0.069821567,0.501362398
335,Springwood,153.1383203,-27.62041757,1858749.96,-3270484.208,1,7,0.878787879,0.075268817,0.075268817,0.129032258,0.053763441,0.064516129,0.193548387,0.11827957,0.090909091,0.781758958,0.06514658,0.800505051
336,Underwood,153.1113081,-27.60886358,1856338.339,-3268834.868,1,7,0.86746988,0.112244898,0.102040816,0.12244898,0.020408163,0.163265306,0.275510204,0.132653061,0.032128514,0.80875576,0.020737327,0.471218206
337,Woodridge,153.105734,-27.62850097,1855475.561,-3270877.245,1,1,0.722772277,0.228070175,0.192982456,0.140350877,0.175438596,0.184210526,0.377192982,0.254385965,0.178217822,1,0.042613636,0.336633663
338,Bowen,148.2303313,-20.01757466,1478672.968,-2378779.752,3,2,0.69787234,0.098214286,0.0625,0.0625,0.089285714,0.071428571,0.196428571,0.098214286,0.510638298,0.997555012,0.02200489,0.885106383
339,Broadsound - Nebo,148.7266373,-22.18575866,1502137.309,-2621500.923,3,5,0.615384615,0.053097345,0.03539823,0.044247788,0.044247788,0.044247788,0.150442478,0.053097345,0.16,0.84951024,0.037399822,1
340,Clermont,147.0459473,-22.31936596,1329841.106,-2617139.957,4,6,0.965517241,0.089552239,0.059701493,0.014925373,0.179104478,0.104477612,0.23880597,0.134328358,0.086206897,1,0,1
341,Collinsville,147.6190258,-20.74019045,1406801.962,-2450831.294,4,3,0.673913043,0.104166667,0.145833333,0.083333333,0.0625,0.083333333,0.208333333,0.145833333,0.239130435,0.771159875,0,0.891304348
342,Moranbah,147.8898005,-21.94721972,1420025.953,-2585751.153,3,8,0.863157895,0.084415584,0.142857143,0.071428571,0.077922078,0.071428571,0.201298701,0.123376623,0.152631579,0.985007496,0.017991004,1
343,Andergrove - Beaconsfield,149.1799696,-21.09398871,1562609.099,-2507932.302,2,4,0.857142857,0.108498933,0.111327567,0.107952752,0.088388176,0.12362496,0.235361815,0.141914025,0.31292517,1,0.054193548,0.969009826
344,East Mackay,149.2049105,-21.15663048,1564332.677,-2515079.79,2,3,0.646464646,0.228070175,0.175438596,0.192982456,0.070175439,0.157894737,0.315789474,0.245614035,0.060606061,0.764872521,0,0.68013468
345,Eimeo - Rural View,149.1690626,-21.05992042,1561942.874,-2504077.875,2,6,0.883826879,0.086734694,0.081632653,0.102040816,0.071428571,0.081632653,0.219387755,0.107142857,0.291571754,1,0.062540717,0.950645406
346,Eungella Hinterland,148.4569446,-21.05106021,1489060.414,-2494466.037,3,6,0.677161447,0.108922007,0.085551793,0.067167325,0.079454301,0.085929051,0.216382508,0.122856497,0.182757643,0.835236454,0.033630357,0.912955537
347,Mackay,149.1822665,-21.14318117,1562192.54,-2513330.216,2,1,0.685714286,0.12028151,0.111964171,0.104926424,0.084452975,0.111964171,0.250159949,0.142674344,0.314285714,1,0,0.39047619
348,Mackay Harbour,149.2158123,-21.11711442,1565973.563,-2510902.639,2,8,0.75,0.095072446,0.104071495,0.096812041,0.082160434,0.114231232,0.218365247,0.128457668,0,0.413793103,0,0.333333333
349,Mount Pleasant - Glenella,149.1280595,-21.10608083,1557131.743,-2508607.908,2,8,0.894366197,0.170542636,0.162790698,0.147286822,0.124031008,0.19379845,0.302325581,0.217054264,0.197183099,0.875890132,0.042726348,0.938967136
350,North Mackay,149.1856773,-21.12181389,1562824.981,-2511040.444,2,2,0.778443114,0.158536585,0.146341463,0.109756098,0.085365854,0.146341463,0.256097561,0.170731707,0.191616766,0.799307958,0.031141869,0.750499002
351,Ooralea - Bakers Creek,149.1564308,-21.19354225,1558880.926,-2518505.921,2,7,0.818181818,0.05,0.1,0.075,0.0625,0.05,0.2125,0.0875,0.142857143,0.914972274,0.033271719,0.948051948
352,Pioneer Valley,148.7328522,-21.18074391,1515681.923,-2511927.365,3,5,0.778571429,0.107692308,0.1,0.092307692,0.076923077,0.130769231,0.238461538,0.146153846,0.157142857,0.975535168,0.055045872,1
353,Sarina,149.2159564,-21.55280225,1560204.362,-2558441.524,3,3,0.694610778,0.175675676,0.135135135,0.094594595,0.128378378,0.148648649,0.297297297,0.168918919,0.245508982,0.822580645,0.040747029,0.850299401
354,Seaforth - Calen,148.7883616,-20.8784728,1525268.775,-2479587.896,3,5,0.640776699,0.170731707,0.06097561,0.048780488,0.134146341,0.085365854,0.268292683,0.146341463,0.174757282,0.744740533,0.042075736,0.760517799
355,Shoal Point - Bucasia,149.147159,-21.02550531,1560153.47,-2500048.827,2,5,0.8,0.071428571,0.071428571,0.091836735,0.030612245,0.030612245,0.153061224,0.071428571,0.291891892,1,0,0.951351351
356,Slade Point,149.2141923,-21.08286101,1566262.507,-2507143.697,2,3,0.9,0.018181818,0.054545455,0.072727273,0.072727273,0.072727273,0.163636364,0.072727273,0.38,0.896551724,0.051724138,0.76
357,South Mackay,149.1811765,-21.16481106,1561794.36,-2515677.432,2,2,0.781456954,0.16091954,0.126436782,0.091954023,0.091954023,0.149425287,0.298850575,0.195402299,0.278145695,1,0.033771107,0.865342163
358,Walkerston - Eton,149.0568378,-21.27431301,1547625.455,-2526090.08,3,7,0.579365079,0.077586207,0.094827586,0.112068966,0.034482759,0.094827586,0.215517241,0.112068966,0.126984127,0.869222097,0.067643743,0.952380952
359,West Mackay,149.1627426,-21.15148302,1560083.521,-2513993.794,2,4,0.84,0.053571429,0.035714286,0.053571429,0,0.017857143,0.089285714,0.035714286,0.146666667,0.996204934,0.034155598,0.857777778
360,Airlie - Whitsundays,148.8760772,-20.24176198,1542549.29,-2411070.315,3,6,0.809782609,0.088435374,0.088435374,0.136054422,0.074829932,0.040816327,0.217687075,0.115646259,0.059782609,0.826221877,0.013964313,0.704710145
361,Cape Conway,148.7808752,-20.39555425,1530736.108,-2426722.231,3,6,0.736891304,0.121537275,0.173083666,0.13503752,0.078652079,0.066799916,0.289255909,0.140297356,0.109891304,0.777883666,0.030845793,0.727021739
362,Proserpine,148.4844667,-20.40913405,1500004.99,-2424632.957,3,4,0.664,0.154639175,0.257731959,0.134020619,0.082474227,0.092783505,0.360824742,0.164948454,0.16,0.729545455,0.047727273,0.749333333
363,Beachmere - Sandstone Point,153.0634311,-27.06298438,1860752.235,-3209067.104,1,3,0.897727273,0.115606936,0.138728324,0.138728324,0.144508671,0.104046243,0.25433526,0.184971098,0.238636364,0.761557178,0.04379562,0.84280303
364,Bribie Island,153.1357112,-26.98853193,1868988.851,-3202085.085,2,3,0.742857143,0.117117117,0.099099099,0.108108108,0.081081081,0.072072072,0.234234234,0.135135135,0.107142857,0.715767635,0.037344398,0.666666667
365,Burpengary - East,153.0021845,-27.12856137,1853738.649,-3215257.019,1,8,0.872340426,0.109375,0.140625,0.15625,0.0625,0.125,0.28125,0.15625,0.085106383,1,0.214925373,1
366,Caboolture,152.9714649,-27.06326987,1851839.319,-3207739.557,1,1,0.81897628,0.156218905,0.15721393,0.166169154,0.100497512,0.117412935,0.32238806,0.1960199,0.20474407,1,0.085622547,0.88639201
367,Caboolture - South,152.9355296,-27.10249241,1847713.848,-3211454.673,1,1,0.85138539,0.189041096,0.175342466,0.202739726,0.090410959,0.115068493,0.356164384,0.208219178,0.221662469,0.975812274,0.090974729,0.889168766
368,Elimbah,152.9614161,-27.00037306,1851900.591,-3200785.912,1,7,0.79245283,0.073170732,0.048780488,0,0.024390244,0,0.073170732,0.048780488,0.188679245,0.872282609,0.114130435,1
369,Morayfield - East,152.9650296,-27.10757336,1850486.966,-3212438.515,1,3,0.944055944,0.192,0.208,0.224,0.088,0.168,0.4,0.264,0.328671329,0.985207101,0.076923077,0.976689977
370,Wamuran,152.8722708,-27.04249835,1842570.003,-3204033.883,1,8,0.969072165,0.2,0.125,0.125,0.075,0.125,0.275,0.175,0.082474227,0.71641791,0,0.962199313
371,Kilcoy,152.3834452,-26.78331122,1799324.388,-3168895.17,2,2,0.75177305,0.075,0.0375,0.0125,0.05,0.0875,0.1875,0.0625,0.184397163,0.909638554,0,0.822695035
372,Woodford - D'Aguilar,152.7630804,-26.95077398,1833482.168,-3192510.388,2,4,0.617977528,0.17721519,0.075949367,0.063291139,0.063291139,0,0.240506329,0.088607595,0.146067416,0.753646677,0.077795786,0.887640449
373,Burpengary,152.9582539,-27.15847408,1848993.625,-3217846.452,1,5,0.831353919,0.128654971,0.087719298,0.058479532,0.058479532,0.076023392,0.210526316,0.111111111,0.118764846,0.825051055,0.061266167,0.866191607
374,Deception Bay,153.0097953,-27.17829133,1853655.256,-3220749.995,1,2,0.818325434,0.174496644,0.117449664,0.110738255,0.104026846,0.167785235,0.318791946,0.187919463,0.233807267,0.94537246,0.070428894,0.840442338
375,Morayfield,152.9215784,-27.14316028,1845695.175,-3215650.265,1,8,0.666666667,0.14893617,0.191489362,0.063829787,0.127659574,0.14893617,0.319148936,0.14893617,0.057142857,0.834710744,0,1
376,Narangba,152.9238013,-27.18557985,1845213.888,-3220273.118,1,8,0.701708279,0.121495327,0.080996885,0.090342679,0.056074766,0.068535826,0.246105919,0.08411215,0.065703022,0.720405862,0.060879369,0.844502847
377,Upper Caboolture,152.8670393,-27.12283991,1840747.915,-3212651.412,1,8,0.536585366,0.172413793,0.137931034,0.103448276,0.137931034,0.137931034,0.275862069,0.172413793,0.073170732,0.731182796,0,0.804878049
378,Clontarf,153.082174,-27.2470708,1859520.065,-3229260.828,1,4,0.699029126,0.151898734,0.101265823,0.075949367,0.075949367,0.17721519,0.278481013,0.126582278,0.145631068,0.862552595,0.025245442,0.828478964
379,Margate - Woody Point,153.1027057,-27.24797861,1861490.371,-3229663.006,1,3,0.773972603,0.090163934,0.098360656,0.081967213,0.081967213,0.057377049,0.180327869,0.131147541,0.205479452,0.820588235,0.035294118,0.785388128
380,Redcliffe,153.10737,-27.22692108,1862290.455,-3227453.958,1,2,0.852459016,0.123376623,0.125,0.121753247,0.084415584,0.092532468,0.266233766,0.147727273,0.142076503,0.83775351,0.168486739,0.801457195
381,Rothwell - Kippa-Ring,153.0647299,-27.21607942,1858345.851,-3225649.803,1,3,0.754639175,0.172897196,0.163551402,0.14953271,0.107476636,0.112149533,0.336448598,0.200934579,0.18556701,0.86568915,0.045747801,0.757388316
382,Scarborough - Newport - Moreton Island,153.3926496,-27.1537402,1891106.755,-3223798.385,1,6,0.656,0.103773585,0.094339623,0.103773585,0.066037736,0.066037736,0.235849057,0.122641509,0.168,0.683848797,0.041237113,0.722666667
383,Albany Creek,152.9689873,-27.35441809,1846807.679,-3239206.621,1,10,0.839662447,0.082474227,0.103092784,0.097938144,0.051546392,0.097938144,0.231958763,0.118556701,0.054852321,0.750455373,0.04007286,0.88466948
384,Cashmere,152.9212751,-27.29834987,1843118.12,-3232439.024,1,10,1,0.1,0.109677419,0.090322581,0.048387097,0.080645161,0.219354839,0.112903226,0.055384615,0.99343832,0.052493438,1
385,Dayboro,152.813436,-27.21886418,1833989.864,-3222259.513,2,9,0.671280277,0.080357143,0.080357143,0.080357143,0.071428571,0.035714286,0.169642857,0.089285714,0.048442907,0.702755906,0,0.828143022
386,Eatons Hill,152.9369856,-27.3399908,1843952.695,-3237175.533,1,10,0.865248227,0.067307692,0.057692308,0.038461538,0.019230769,0.038461538,0.134615385,0.057692308,0.056737589,0.735503561,0.054933876,0.891252955
387,The Hills District,152.9413212,-27.38112667,1843695.63,-3241690.521,1,10,0.989071038,0.086522463,0.083194676,0.074875208,0.044093178,0.06156406,0.188851913,0.09234609,0.035519126,0.992190551,0.056228036,1
388,Samford Valley,152.8380016,-27.35724509,1834104.785,-3237594.261,1,10,0.8815427,0.044117647,0.066176471,0.066176471,0.014705882,0.014705882,0.117647059,0.058823529,0.016528926,0.671428571,0.014285714,0.835629017
389,Dakabin - Kallangur,152.9899765,-27.23947777,1850729.363,-3227078.297,1,4,0.868932039,0.110810811,0.140540541,0.124324324,0.105405405,0.121621622,0.308108108,0.148648649,0.148058252,1,0.074740484,0.978964401
390,Murrumba Downs - Griffin,153.0313644,-27.27033797,1854222.555,-3231027.451,1,8,0.849270665,0.159663866,0.204481793,0.1232493,0.103641457,0.134453782,0.316526611,0.18767507,0.110210697,1,0.091286307,1
391,North Lakes - Mango Hill,153.0318677,-27.23351037,1854879.313,-3227050.24,1,8,0.951377634,0.114777618,0.130559541,0.120516499,0.050215208,0.096126255,0.272596844,0.137733142,0.085899514,0.884137931,0.037241379,0.839005943
392,Bray Park,152.9677491,-27.2924335,1847708.122,-3232481.263,1,5,0.894259819,0.107692308,0.153846154,0.153846154,0.061538462,0.084615385,0.269230769,0.130769231,0.13897281,0.958441558,0.083116883,0.960725076
393,Lawnton,152.9823027,-27.28106158,1849302.326,-3231464.831,1,4,0.818181818,0.189473684,0.105263158,0.126315789,0.136842105,0.105263158,0.4,0.126315789,0.285714286,1,0.08,1
394,Petrie,152.9724975,-27.26487888,1848620.731,-3229569.528,1,7,0.86,0.165517241,0.165517241,0.179310345,0.082758621,0.137931034,0.337931034,0.172413793,0.106666667,0.76492891,0.085308057,0.848888889
395,Strathpine - Brendale,152.9832626,-27.31438288,1848846.324,-3235084.468,1,4,0.957746479,0.171597633,0.224852071,0.177514793,0.136094675,0.159763314,0.384615385,0.236686391,0.163380282,0.954983923,0.057877814,0.830046948
396,Aurukun,141.8290096,-13.60693541,859066.659,-1609519.653,5,1,0.97188755,0.291452235,0.143581371,0.148217521,0.311282068,0.164440309,0.461483065,0.311800102,1,0.874371859,0,0.530120482
397,Cape York,143.2364542,-14.14439606,1008820.94,-1680112.871,4,1,0.97188755,0.291452235,0.143581371,0.148217521,0.311282068,0.164440309,0.461483065,0.311800102,1,1,0,0.530120482
398,Croydon - Etheridge,143.0373915,-18.52541819,952104.4492,-2164564.996,5,2,0.944444444,0.161681287,0.160847953,0.147295322,0.18498538,0.179312865,0.33755848,0.213362573,0.222222222,0.830769231,0,0.888888889
399,Kowanyama - Pormpuraaw,141.8084441,-14.93885294,847551.9544,-1758236.312,5,1,0.929577465,0.677419355,0.096774194,0.161290323,0.548387097,0.129032258,0.709677419,0.548387097,1,0.988505747,0,0.572769953
400,Northern Peninsula,142.3130953,-11.00471175,931522.2843,-1319890.837,5,1,0.738095238,0.112903226,0.241935484,0.258064516,0.322580645,0.193548387,0.467741935,0.306451613,1,1,0,0.063492063
401,Tablelands,143.9215285,-16.98539979,1058516.563,-2001557.84,3,3,0.482758621,0.172892113,0.147892566,0.125503294,0.16642024,0.159561546,0.34296628,0.203532316,0.275862069,0.656019656,0,0.637931034
402,Torres,142.4122228,-10.72965388,944703.0309,-1289460.887,5,2,1,0.058823529,0.117647059,0.088235294,0.191176471,0.161764706,0.352941176,0.161764706,1,0.782846715,0,0.309677419
403,Torres Strait Islands,142.3666204,-9.856940121,946201.283,-1189951.857,5,1,0.654411765,0.258064516,0.322580645,0.225806452,0.204301075,0.430107527,0.612903226,0.397849462,1,0.830188679,0,0.012254902
404,Weipa,141.8610108,-12.64206362,869357.2215,-1501431.943,5,9,0.774647887,0.147058824,0.102941176,0.073529412,0.132352941,0.161764706,0.205882353,0.147058824,0.352112676,1,0,1
405,Carpentaria,140.2839834,-17.73407029,666699.5066,-2059429.671,5,1,0.917874396,0.223684211,0.289473684,0.223684211,0.328947368,0.197368421,0.486842105,0.315789474,1,0.859481583,0,0.743961353
